"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","149","0.0-0.0","yhmllvcuzfwfftg","2","","","","","",""
"instructions","1","4563","0.0-1.0","yhmllvcuzfwfftg","2","[{""page_index"":0,""viewing_time"":1622.3699999973178},{""page_index"":1,""viewing_time"":1911.4000000117812},{""page_index"":2,""viewing_time"":461.7650000145659},{""page_index"":3,""viewing_time"":416.3299999781884}]","4413.1950000009965","","","",""
"external-html","2","7631","0.0-2.0","yhmllvcuzfwfftg","2","","3058.2049999793526","js/consent.html","","",""
"survey-html-form","3","10284","0.0-3.0","yhmllvcuzfwfftg","2","","2650.274999992689","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","14690","0.0-4.0","yhmllvcuzfwfftg","2","","4403.4150000079535","","{""sona"":""Mak Sum Yu""}","",""
"survey-html-form","5","41052","0.0-5.0","yhmllvcuzfwfftg","2","","26359.17999999947","","{""sex"":""female"",""age"":""20"",""other"":""cantonese"",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","480637","0.0-6.0","yhmllvcuzfwfftg","2","[{""page_index"":0,""viewing_time"":15288.904999993974},{""page_index"":1,""viewing_time"":131272.05500000855},{""page_index"":2,""viewing_time"":28882.13499999256},{""page_index"":3,""viewing_time"":2558.5850000206847}]","178002.18999999925","","","",""
"survey-html-form2","7","821852","0.0-7.0-0.0","yhmllvcuzfwfftg","2","","341198.069999984","","{""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""40"",""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""60"",""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""60"",""oil-well_cond_ranking_highA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""40"",""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""70"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""30"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""1"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""60"",""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""2"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""40""}","",""
"survey-html-form2","8","927916","0.0-7.0-0.1","yhmllvcuzfwfftg","2","","106055.3249999939","","{""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""80"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""20"",""railway_cond_ranking_highA_expR_highR_highN_974"":""1"",""railway_cond_allocation_highA_expR_highR_highN_974"":""90"",""railway_cond_ranking_highA_expR_highR_lowN_128"":""2"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""10"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""30"",""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""70"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""10"",""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""90""}","",""
"survey-html-form2","9","1095771","0.0-7.0-0.2","yhmllvcuzfwfftg","2","","167845.2249999973","","{""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""5"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""20"",""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""6"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""80"",""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""1"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""90"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""8"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""10"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""2"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""40"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""4"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""60"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""7"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""30"",""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""3"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""70""}","",""
