"view_history","rt","stage","trial_type","trial_index","time_elapsed","internal_node_id","subject","thesis_project","experiment","sample","project_variation","anecdote_variation","anecdote_between","current_project_display_order","PROLIFIC_PID","STUDY_ID","SESSION_ID","url","responses","current_response","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":5605.100000000675}]","5616.600000001199","welcome","instructions","0","5643","0.0-0.0-0.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","","","",""
"[{""page_index"":0,""viewing_time"":2774.8000000010506},{""page_index"":1,""viewing_time"":2689.699999998993},{""page_index"":2,""viewing_time"":2372.699999999895}]","7839.700000000448","pis","instructions","1","13499","0.0-0.0-1.0-0.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","","","",""
"","3454.299999999421","consent","external-html","2","17796","0.0-0.0-1.0-1.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","resource/other/consent.html","","","",""
"","1948.4000000011292","id","survey-html-form","3","19768","0.0-0.0-1.0-2.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""prolific"":""5f3e517af3e9a10388c60c2e""}","","",""
"","43135.50000000032","contact","survey-html-form","4","62917","0.0-0.0-1.0-3.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""contact"":""no"",""address"":""""}","","",""
"","41572.70000000062","demographics","survey-html-form","5","104543","0.0-0.0-1.0-4.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""sex"":""female"",""age"":""34"",""language"":""No"",""language_other"":"""",""business_edu"":""1"",""business_exp"":""2"",""current"":""no""}","no","",""
"","53517.79999999961","instructions","survey-html-form","6","158159","0.0-0.0-2.0-0.0-0.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""instructions_test"":""5""}","","",""
"","23482.799999999785","interstitial","survey-html-form","7","181694","0.0-0.0-2.0-8.0-0.0-0.0-0.0-0.0-0.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""interstitial_4"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","8","285721","0.0-0.0-2.0-8.0-0.0-0.0-0.0-0.0-1.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""anecdote_low_positive_Dinerly_restaurant-chain_102_86_Restaurants-established_13_Number-of-reservations-on-a-Saturday-night_140_Positive-reviews_56_Restaurant-type_fast-food_target"":""35"",""anecdote_low_positive_Vital-Records_record-label_903_93_Record-projects-completed_11_Radio-listenership-nationally_3_Relevant-network-connections_18_Genre_rock_comparison"":""65""}","","",""
"","126851.39999999956","follow_up","survey-html-form","9","412607","0.0-0.0-2.0-8.0-0.0-0.0-0.0-0.0-2.0","oy6b3bn3jtzfgoz","anecdotes","experiment2","prolific","2","2","combined","6","5f3e517af3e9a10388c60c2e","6045d6ca9596fc72799e2a27","6045eb81ca60cc737e94c29f","","{""follow-up_anecdote_positive_low_rating_similarity-rating"":""3"",""follow-up_anecdote_positive_low_rating_relevance-specific-rating"":""6"",""follow-up_anecdote_positive_low_rating_relevance-general-rating"":""6"",""follow-up_anecdote_positive_low_text_justify"":""The project accounts for certain situations that could impact revenue that are certainly possible. ""}","","",""
