"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","25","0.0-0.0","vhz3g5e957dtkn0","highA","statistics","","","","","",""
"instructions","1","5952","0.0-1.0","vhz3g5e957dtkn0","highA","statistics","[{""page_index"":0,""viewing_time"":3273.0699999956414},{""page_index"":1,""viewing_time"":1825.7599999778904},{""page_index"":2,""viewing_time"":431.9600000162609},{""page_index"":3,""viewing_time"":394.5349999703467}]","5926.124999998137","","","",""
"external-html","2","9213","0.0-2.0","vhz3g5e957dtkn0","highA","statistics","","2937.0050000143237","js/consent.html","","",""
"survey-html-form","3","15250","0.0-3.0","vhz3g5e957dtkn0","highA","statistics","","6035.035000008065","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","22316","0.0-4.0","vhz3g5e957dtkn0","highA","statistics","","7064.769999997225","","{""sona"":""Yilu Chen""}","",""
"survey-html-form","5","45370","0.0-5.0","vhz3g5e957dtkn0","highA","statistics","","23053.01499995403","","{""sex"":""male"",""age"":""22"",""other"":"""",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","65937","0.0-6.0","vhz3g5e957dtkn0","highA","statistics","[{""page_index"":0,""viewing_time"":6576.965000014752},{""page_index"":1,""viewing_time"":1931.6549999639392},{""page_index"":2,""viewing_time"":12057.81000002753}]","20566.769999975804","","","",""
"survey-html-form3","7","99504","0.0-7.0","vhz3g5e957dtkn0","highA","statistics","","NaN","","{""allocation_q_projectA"":""60"",""allocation_q_projectB"":""40""}","",""
"instructions","8","103408","0.0-8.0","vhz3g5e957dtkn0","highA","statistics","[{""page_index"":0,""viewing_time"":1438.2949999999255},{""page_index"":1,""viewing_time"":2464.064999949187}]","3902.699999976903","","","",""
"html-button-response","9","104647","0.0-9.0","vhz3g5e957dtkn0","highA","statistics","","1236.960000009276","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
