"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","16","0.0-0.0","8fshpd2jsb00mg7","lowA","anecdote","","","","","",""
"instructions","1","62374","0.0-1.0","8fshpd2jsb00mg7","lowA","anecdote","[{""page_index"":0,""viewing_time"":23045},{""page_index"":1,""viewing_time"":2445},{""page_index"":2,""viewing_time"":1495},{""page_index"":3,""viewing_time"":35370}]","62356","","","",""
"external-html","2","94599","0.0-2.0","8fshpd2jsb00mg7","lowA","anecdote","","30438","js/consent.html","","",""
"survey-html-form","3","105727","0.0-3.0","8fshpd2jsb00mg7","lowA","anecdote","","11125","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","165897","0.0-4.0","8fshpd2jsb00mg7","lowA","anecdote","","60167","","{""sona"":""Ranie Chen""}","",""
"survey-html-form","5","190672","0.0-5.0","8fshpd2jsb00mg7","lowA","anecdote","","24770","","{""sex"":""female"",""age"":""20"",""other"":""Chinese"",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","464345","0.0-6.0","8fshpd2jsb00mg7","lowA","anecdote","[{""page_index"":0,""viewing_time"":3708.999999999971},{""page_index"":1,""viewing_time"":2276},{""page_index"":2,""viewing_time"":4282},{""page_index"":1,""viewing_time"":3460},{""page_index"":0,""viewing_time"":236832},{""page_index"":1,""viewing_time"":6833},{""page_index"":2,""viewing_time"":16273}]","273665","","","",""
"survey-html-form3","7","806926","0.0-7.0","8fshpd2jsb00mg7","lowA","anecdote","","NaN","","{""allocation_q_projectA"":""60"",""allocation_q_projectB"":""40""}","",""
"survey-html-form","8","891267","0.0-8.0","8fshpd2jsb00mg7","lowA","anecdote","","84337","","{""follow_up_q_similarity_rating"":""3"",""follow_up_q_similarity_justify"":""3"",""follow_up_q_relevance_specific_rating"":""4"",""follow_up_q_relevance_specific_justify"":""4"",""follow_up_q_relevance_general_rating"":""4"",""follow_up_q_relevance_general_justify"":""4""}","",""
"instructions","9","896302","0.0-9.0","8fshpd2jsb00mg7","lowA","anecdote","[{""page_index"":0,""viewing_time"":2815.9999999998836},{""page_index"":1,""viewing_time"":2218.0000000001164}]","5034","","","",""
"html-button-response","10","897668","0.0-10.0","8fshpd2jsb00mg7","lowA","anecdote","","1363.0000000001164","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
