"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","79","0.0-0.0","xdbuanpfohscux0","lowA","statistics","","","","","",""
"instructions","1","4378","0.0-1.0","xdbuanpfohscux0","lowA","statistics","[{""page_index"":0,""viewing_time"":1373.8400000147521},{""page_index"":1,""viewing_time"":1734.7200000076555},{""page_index"":2,""viewing_time"":513.2549999980256},{""page_index"":3,""viewing_time"":673.1949999812059}]","4297.069999971427","","","",""
"external-html","2","14161","0.0-2.0","xdbuanpfohscux0","lowA","statistics","","9770.974999992177","js/consent.html","","",""
"survey-html-form","3","16435","0.0-3.0","xdbuanpfohscux0","lowA","statistics","","2271.359999955166","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","20509","0.0-4.0","xdbuanpfohscux0","lowA","statistics","","4071.524999977555","","{""sona"":""zimou Yuan""}","",""
"survey-html-form","5","34154","0.0-5.0","xdbuanpfohscux0","lowA","statistics","","13641.289999999572","","{""sex"":""female"",""age"":""21"",""other"":"""",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","52569","0.0-6.0","xdbuanpfohscux0","lowA","statistics","[{""page_index"":0,""viewing_time"":10202.194999961648},{""page_index"":1,""viewing_time"":2331.990000035148},{""page_index"":2,""viewing_time"":5878.369999991264}]","18413.765000004787","","","",""
"survey-html-form3","7","213045","0.0-7.0","xdbuanpfohscux0","lowA","statistics","","NaN","","{""allocation_q_projectA"":""45"",""allocation_q_projectB"":""55""}","",""
"instructions","8","218927","0.0-8.0","xdbuanpfohscux0","lowA","statistics","[{""page_index"":0,""viewing_time"":4620.570000028238},{""page_index"":1,""viewing_time"":1259.684999997262}]","5880.775000026915","","","",""
"html-button-response","9","223473","0.0-9.0","xdbuanpfohscux0","lowA","statistics","","4542.4350000103","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
