"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","6","0.0-0.0","9vgo988e5zzv86o","lowA","combined","","","","","",""
"instructions","1","9947","0.0-1.0","9vgo988e5zzv86o","lowA","combined","[{""page_index"":0,""viewing_time"":3487},{""page_index"":1,""viewing_time"":3060},{""page_index"":2,""viewing_time"":2463},{""page_index"":3,""viewing_time"":930}]","9942","","","",""
"external-html","2","16307","0.0-2.0","9vgo988e5zzv86o","lowA","combined","","6077","js/consent.html","","",""
"survey-html-form","3","28780","0.0-3.0","9vgo988e5zzv86o","lowA","combined","","12471","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","33694","0.0-4.0","9vgo988e5zzv86o","lowA","combined","","4912","","{""sona"":""William Swann""}","",""
"survey-html-form","5","64787","0.0-5.0","9vgo988e5zzv86o","lowA","combined","","31090","","{""sex"":""male"",""age"":""27"",""other"":"""",""business_exp"":""1"",""business_edu"":""0""}","",""
"instructions","6","130101","0.0-6.0","9vgo988e5zzv86o","lowA","combined","[{""page_index"":0,""viewing_time"":10292},{""page_index"":1,""viewing_time"":3244},{""page_index"":2,""viewing_time"":51777}]","65314","","","",""
"survey-html-form3","7","295112","0.0-7.0","9vgo988e5zzv86o","lowA","combined","","NaN","","{""allocation_q_projectA"":""80"",""allocation_q_projectB"":""20""}","",""
"survey-html-form","8","723613","0.0-8.0","9vgo988e5zzv86o","lowA","combined","","428498","","{""follow_up_q_similarity_rating"":""2"",""follow_up_q_similarity_justify"":""The refinera project was offshore which came with considerable difficulties with the oil extracton/mining. The probability of successfully hitting oil was at a percentage much less than that noted for the Enfuel project. The Refinera project also was a relatively new company that had difficulty breaking into the sector. The prospects of Enfuel in other metrics also showed that it would be a more reliable investment to make.. more likely to make a return."",""follow_up_q_relevance_specific_rating"":""3"",""follow_up_q_relevance_specific_justify"":""It is important to know the multitude of factors that influence an industry such as oil production. Seeing where the risks are in the business model is an important part of making an informed investment choice. Although They are different companies, the information provided on Refinera still showed benefits to decisions on Enfuel investments."",""follow_up_q_relevance_general_rating"":""6"",""follow_up_q_relevance_general_justify"":""The cas study Refinera showed the potential factors influencing the success of the company and the successof the investment. It needs to be noted that there should be an understanding of the spectrum of risky and low risk investments in the oil industry, some more risky (such as Refinera) would have similar if not worst metrics to enquire about. This can help one to enquire more deeply on ANY oil well project, knowing fully well the challenges that a company may be faced with""}","",""
"instructions","9","730218","0.0-9.0","9vgo988e5zzv86o","lowA","combined","[{""page_index"":0,""viewing_time"":2970},{""page_index"":1,""viewing_time"":3633}]","6603","","","",""
"html-button-response","10","732270","0.0-10.0","9vgo988e5zzv86o","lowA","combined","","2049","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
