"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","23","0.0-0.0","3c9ylgy5t8tq400","lowA","enhanced","","","","","",""
"instructions","1","24691","0.0-1.0","3c9ylgy5t8tq400","lowA","enhanced","[{""page_index"":0,""viewing_time"":1276},{""page_index"":1,""viewing_time"":20963.000000000004},{""page_index"":2,""viewing_time"":1215.9999999999964},{""page_index"":3,""viewing_time"":1209}]","24666","","","",""
"external-html","2","28909","0.0-2.0","3c9ylgy5t8tq400","lowA","enhanced","","3867","js/consent.html","","",""
"survey-html-form","3","31911","0.0-3.0","3c9ylgy5t8tq400","lowA","enhanced","","3000","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","38332","0.0-4.0","3c9ylgy5t8tq400","lowA","enhanced","","6421","","{""sona"":""Grace Zhou""}","",""
"survey-html-form","5","48424","0.0-5.0","3c9ylgy5t8tq400","lowA","enhanced","","10091","","{""sex"":""female"",""age"":""20"",""other"":"""",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","53706","0.0-6.0","3c9ylgy5t8tq400","lowA","enhanced","[{""page_index"":0,""viewing_time"":1013},{""page_index"":1,""viewing_time"":1198},{""page_index"":2,""viewing_time"":3070}]","5281","","","",""
"survey-html-form3","7","174745","0.0-7.0","3c9ylgy5t8tq400","lowA","enhanced","","NaN","","{""allocation_q_projectA"":""85"",""allocation_q_projectB"":""15""}","",""
"survey-html-form","8","448855","0.0-8.0","3c9ylgy5t8tq400","lowA","enhanced","","274124.00000000006","","{""follow_up_q_similarity_rating"":""5"",""follow_up_q_similarity_justify"":""They both concerns the finding the well, machine maintenance and oil production rate. "",""follow_up_q_relevance_specific_rating"":""2"",""follow_up_q_relevance_specific_justify"":""Though refinera provides details of statistics to be examined in a fuel production project, it does not provide enough relevant information on investment."",""follow_up_q_relevance_general_rating"":""5"",""follow_up_q_relevance_general_justify"":""Refiners provides the statistics needed to be examined and they all correspond to the information provided in project A""}","",""
"instructions","9","461194","0.0-9.0","3c9ylgy5t8tq400","lowA","enhanced","[{""page_index"":0,""viewing_time"":3088},{""page_index"":1,""viewing_time"":9250}]","12338","","","",""
"html-button-response","10","462622","0.0-10.0","3c9ylgy5t8tq400","lowA","enhanced","","1423","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
