"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","41","0.0-0.0","m2nac7bf3xndmwq","lowA","statistics","","","","","",""
"instructions","1","6333","0.0-1.0","m2nac7bf3xndmwq","lowA","statistics","[{""page_index"":0,""viewing_time"":1266.5050001814961},{""page_index"":1,""viewing_time"":2286.134999943897},{""page_index"":2,""viewing_time"":835.3899999056011},{""page_index"":3,""viewing_time"":1900.7600001059473}]","6290.2650001924485","","","",""
"external-html","2","10685","0.0-2.0","m2nac7bf3xndmwq","lowA","statistics","","4064.8749999236315","js/consent.html","","",""
"survey-html-form","3","23340","0.0-3.0","m2nac7bf3xndmwq","lowA","statistics","","12650.220000185072","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","28316","0.0-4.0","m2nac7bf3xndmwq","lowA","statistics","","4974.504999816418","","{""sona"":""Justine Jabur""}","",""
"survey-html-form","5","104612","0.0-5.0","m2nac7bf3xndmwq","lowA","statistics","","76292.26999985985","","{""sex"":""female"",""age"":""21"",""other"":"""",""business_exp"":""5"",""business_edu"":""0""}","",""
"instructions","6","171897","0.0-6.0","m2nac7bf3xndmwq","lowA","statistics","[{""page_index"":0,""viewing_time"":7072.624999796972},{""page_index"":1,""viewing_time"":2734.5850002020597},{""page_index"":2,""viewing_time"":57474.21499993652}]","67282.07999980077","","","",""
"survey-html-form3","7","197676","0.0-7.0","m2nac7bf3xndmwq","lowA","statistics","","NaN","","{""allocation_q_projectA"":""90"",""allocation_q_projectB"":""10""}","",""
"instructions","8","223790","0.0-8.0","m2nac7bf3xndmwq","lowA","statistics","[{""page_index"":0,""viewing_time"":23889.365000184625},{""page_index"":1,""viewing_time"":2221.529999980703}]","26111.570000182837","","","",""
"html-button-response","9","226303","0.0-9.0","m2nac7bf3xndmwq","lowA","statistics","","2509.529999922961","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
